datetime,open,high,low,close,volume,source_file
2025-01-01 09:10:00,1593.0,1594.6,1584.05,1593.2,38627,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 09:20:00,1593.2,1595.0,1588.05,1589.5,24322,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 09:30:00,1589.35,1590.0,1586.75,1588.35,8622,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 09:40:00,1588.55,1588.55,1586.0,1588.45,10824,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 09:50:00,1588.45,1589.0,1584.6,1587.25,12731,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 10:00:00,1587.25,1589.05,1586.0,1586.15,9130,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 10:10:00,1586.5,1592.15,1586.25,1590.95,19931,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 10:20:00,1590.95,1593.5,1588.6,1592.35,38400,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 10:30:00,1592.35,1596.3,1591.6,1593.65,41324,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 10:40:00,1594.0,1598.85,1592.8,1598.25,69440,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 10:50:00,1598.7,1602.1,1598.55,1601.4,28775,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 11:00:00,1601.4,1604.45,1600.55,1601.9,38418,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 11:10:00,1601.9,1602.65,1598.6,1602.15,33366,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 11:20:00,1602.15,1606.55,1600.85,1605.8,29336,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 11:30:00,1605.8,1606.0,1592.4,1593.6,38522,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 11:40:00,1593.6,1599.05,1593.1,1595.0,68821,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 11:50:00,1594.5,1595.3,1590.35,1591.9,115601,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 12:00:00,1591.9,1597.4,1589.05,1595.85,88503,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 12:10:00,1595.85,1599.45,1595.2,1597.2,47492,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 12:20:00,1596.75,1599.25,1595.6,1596.15,21001,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 12:30:00,1596.15,1599.4,1596.0,1597.0,11319,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 12:40:00,1597.0,1597.05,1595.3,1596.0,14815,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 12:50:00,1596.0,1597.0,1594.4,1595.35,43614,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 13:00:00,1595.35,1595.75,1594.0,1594.75,7049,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 13:10:00,1594.75,1594.75,1592.0,1592.0,8025,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 13:20:00,1592.0,1593.25,1590.25,1591.7,13574,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 13:30:00,1591.4,1592.4,1588.35,1590.8,21358,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 13:40:00,1590.5,1594.65,1590.0,1593.65,44775,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 13:50:00,1593.65,1595.4,1590.6,1593.8,33452,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 14:00:00,1593.8,1596.5,1592.4,1593.9,38843,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
