datetime,open,high,low,close,volume,source_file
2025-01-01 09:00:00,1593.0,1595.0,1584.05,1587.25,95126,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 10:00:00,1587.25,1602.1,1586.0,1601.4,207000,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 11:00:00,1601.4,1606.55,1590.35,1591.9,324064,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 12:00:00,1591.9,1599.45,1589.05,1595.35,226744,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 13:00:00,1595.35,1595.75,1588.35,1593.8,128233,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 14:00:00,1593.8,1596.5,1589.35,1591.9,205836,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-01 15:00:00,1592.35,1599.65,1591.5,1597.95,213687,D:\hackthon code trade\dataset\BHARTIARTL\01-01-2025.csv
2025-01-02 09:00:00,1599.9,1603.7,1588.4,1600.45,431896,D:\hackthon code trade\dataset\BHARTIARTL\02-01-2025.csv
2025-01-02 10:00:00,1600.45,1609.9,1598.4,1605.05,368188,D:\hackthon code trade\dataset\BHARTIARTL\02-01-2025.csv
2025-01-02 11:00:00,1605.0,1609.0,1599.05,1600.7,273446,D:\hackthon code trade\dataset\BHARTIARTL\02-01-2025.csv
2025-01-02 12:00:00,1601.6,1611.25,1599.1,1609.35,365913,D:\hackthon code trade\dataset\BHARTIARTL\02-01-2025.csv
2025-01-02 13:00:00,1609.35,1618.0,1607.85,1616.4,509447,D:\hackthon code trade\dataset\BHARTIARTL\02-01-2025.csv
2025-01-02 14:00:00,1616.4,1619.6,1610.25,1613.95,866801,D:\hackthon code trade\dataset\BHARTIARTL\02-01-2025.csv
2025-01-02 15:00:00,1614.0,1614.1,1605.5,1613.0,897834,D:\hackthon code trade\dataset\BHARTIARTL\02-01-2025.csv
2025-01-03 09:00:00,1615.0,1617.0,1593.3,1600.1,669092,D:\hackthon code trade\dataset\BHARTIARTL\03-01-2025.csv
2025-01-03 10:00:00,1600.1,1604.15,1598.5,1602.0,342570,D:\hackthon code trade\dataset\BHARTIARTL\03-01-2025.csv
2025-01-03 11:00:00,1602.05,1611.5,1602.0,1609.95,457954,D:\hackthon code trade\dataset\BHARTIARTL\03-01-2025.csv
2025-01-03 12:00:00,1609.95,1610.1,1599.15,1600.6,324087,D:\hackthon code trade\dataset\BHARTIARTL\03-01-2025.csv
2025-01-03 13:00:00,1600.6,1603.4,1599.6,1600.55,203527,D:\hackthon code trade\dataset\BHARTIARTL\03-01-2025.csv
2025-01-03 14:00:00,1600.55,1604.75,1598.0,1599.35,536193,D:\hackthon code trade\dataset\BHARTIARTL\03-01-2025.csv
2025-01-03 15:00:00,1599.35,1602.05,1594.0,1594.0,1100303,D:\hackthon code trade\dataset\BHARTIARTL\03-01-2025.csv
2025-01-06 09:00:00,1596.15,1609.85,1593.25,1597.05,595974,D:\hackthon code trade\dataset\BHARTIARTL\06-01-2025.csv
2025-01-06 10:00:00,1598.0,1605.95,1591.45,1596.85,634778,D:\hackthon code trade\dataset\BHARTIARTL\06-01-2025.csv
2025-01-06 11:00:00,1596.7,1599.15,1567.1,1572.3,786059,D:\hackthon code trade\dataset\BHARTIARTL\06-01-2025.csv
2025-01-06 12:00:00,1572.45,1586.15,1572.1,1585.45,435615,D:\hackthon code trade\dataset\BHARTIARTL\06-01-2025.csv
2025-01-06 13:00:00,1585.45,1586.2,1579.1,1585.0,356085,D:\hackthon code trade\dataset\BHARTIARTL\06-01-2025.csv
2025-01-06 14:00:00,1584.95,1589.1,1581.55,1589.05,874427,D:\hackthon code trade\dataset\BHARTIARTL\06-01-2025.csv
2025-01-06 15:00:00,1589.1,1592.05,1584.2,1589.35,882549,D:\hackthon code trade\dataset\BHARTIARTL\06-01-2025.csv
2025-01-07 09:00:00,1594.0,1603.0,1586.25,1589.75,433778,D:\hackthon code trade\dataset\BHARTIARTL\07-01-2025.csv
2025-01-07 10:00:00,1589.75,1591.85,1584.05,1588.8,266492,D:\hackthon code trade\dataset\BHARTIARTL\07-01-2025.csv
2025-01-07 11:00:00,1588.55,1592.35,1585.4,1591.35,267531,D:\hackthon code trade\dataset\BHARTIARTL\07-01-2025.csv
2025-01-07 12:00:00,1591.55,1595.0,1589.8,1594.15,305052,D:\hackthon code trade\dataset\BHARTIARTL\07-01-2025.csv
2025-01-07 13:00:00,1594.15,1596.8,1588.9,1590.1,349960,D:\hackthon code trade\dataset\BHARTIARTL\07-01-2025.csv
2025-01-07 14:00:00,1590.15,1594.4,1587.1,1591.9,333723,D:\hackthon code trade\dataset\BHARTIARTL\07-01-2025.csv
2025-01-07 15:00:00,1591.8,1591.95,1588.1,1591.0,856784,D:\hackthon code trade\dataset\BHARTIARTL\07-01-2025.csv
2025-01-08 09:00:00,1598.75,1599.9,1578.55,1589.0,438546,D:\hackthon code trade\dataset\BHARTIARTL\08-01-2025.csv
