datetime,open,high,low,close,volume,source_file
2025-01-01 09:00:00,1214.85,1217.9,1211.6,1213.0,602789,D:\hackthon code trade\dataset\RELIANCE\01-01-2025.csv
2025-01-01 10:00:00,1212.75,1221.0,1212.1,1220.05,892825,D:\hackthon code trade\dataset\RELIANCE\01-01-2025.csv
2025-01-01 11:00:00,1220.3,1222.55,1216.6,1217.8,534774,D:\hackthon code trade\dataset\RELIANCE\01-01-2025.csv
2025-01-01 12:00:00,1217.8,1226.3,1217.45,1222.6,1421660,D:\hackthon code trade\dataset\RELIANCE\01-01-2025.csv
2025-01-01 13:00:00,1222.7,1223.9,1221.0,1222.85,491245,D:\hackthon code trade\dataset\RELIANCE\01-01-2025.csv
2025-01-01 14:00:00,1223.05,1225.95,1220.4,1220.9,1225403,D:\hackthon code trade\dataset\RELIANCE\01-01-2025.csv
2025-01-01 15:00:00,1220.9,1223.0,1219.65,1222.75,695059,D:\hackthon code trade\dataset\RELIANCE\01-01-2025.csv
2025-01-02 09:00:00,1221.25,1228.55,1221.25,1224.75,1193124,D:\hackthon code trade\dataset\RELIANCE\02-01-2025.csv
2025-01-02 10:00:00,1224.8,1226.0,1220.0,1225.25,1073042,D:\hackthon code trade\dataset\RELIANCE\02-01-2025.csv
2025-01-02 11:00:00,1225.2,1230.5,1223.55,1227.65,1797623,D:\hackthon code trade\dataset\RELIANCE\02-01-2025.csv
2025-01-02 12:00:00,1227.9,1233.75,1227.35,1231.6,1963877,D:\hackthon code trade\dataset\RELIANCE\02-01-2025.csv
2025-01-02 13:00:00,1231.5,1242.6,1230.7,1238.0,4324775,D:\hackthon code trade\dataset\RELIANCE\02-01-2025.csv
2025-01-02 14:00:00,1238.0,1244.45,1236.55,1242.95,3007529,D:\hackthon code trade\dataset\RELIANCE\02-01-2025.csv
2025-01-02 15:00:00,1242.8,1243.6,1240.0,1240.8,2071443,D:\hackthon code trade\dataset\RELIANCE\02-01-2025.csv
2025-01-03 09:00:00,1243.9,1247.8,1235.5,1237.75,2394846,D:\hackthon code trade\dataset\RELIANCE\03-01-2025.csv
2025-01-03 10:00:00,1237.75,1245.45,1237.3,1243.4,1769104,D:\hackthon code trade\dataset\RELIANCE\03-01-2025.csv
2025-01-03 11:00:00,1243.0,1258.0,1242.95,1258.0,2999718,D:\hackthon code trade\dataset\RELIANCE\03-01-2025.csv
2025-01-03 12:00:00,1258.2,1261.2,1254.5,1257.3,2025521,D:\hackthon code trade\dataset\RELIANCE\03-01-2025.csv
2025-01-03 13:00:00,1257.3,1262.05,1255.85,1256.45,1618972,D:\hackthon code trade\dataset\RELIANCE\03-01-2025.csv
2025-01-03 14:00:00,1256.45,1257.55,1251.0,1253.35,1905304,D:\hackthon code trade\dataset\RELIANCE\03-01-2025.csv
2025-01-03 15:00:00,1253.1,1253.65,1249.0,1249.85,2606984,D:\hackthon code trade\dataset\RELIANCE\03-01-2025.csv
2025-01-06 09:00:00,1253.95,1262.0,1245.0,1249.6,2674062,D:\hackthon code trade\dataset\RELIANCE\06-01-2025.csv
2025-01-06 10:00:00,1249.3,1253.65,1239.05,1240.5,2530960,D:\hackthon code trade\dataset\RELIANCE\06-01-2025.csv
2025-01-06 11:00:00,1240.75,1241.0,1223.75,1225.1,2848403,D:\hackthon code trade\dataset\RELIANCE\06-01-2025.csv
2025-01-06 12:00:00,1225.55,1236.0,1224.35,1235.8,1304687,D:\hackthon code trade\dataset\RELIANCE\06-01-2025.csv
2025-01-06 13:00:00,1235.9,1236.95,1225.0,1226.55,1596585,D:\hackthon code trade\dataset\RELIANCE\06-01-2025.csv
2025-01-06 14:00:00,1226.8,1228.5,1218.4,1220.0,1881784,D:\hackthon code trade\dataset\RELIANCE\06-01-2025.csv
2025-01-06 15:00:00,1220.45,1220.65,1215.0,1216.25,1892903,D:\hackthon code trade\dataset\RELIANCE\06-01-2025.csv
2025-01-07 09:00:00,1222.0,1236.4,1221.25,1231.6,1998827,D:\hackthon code trade\dataset\RELIANCE\07-01-2025.csv
2025-01-07 10:00:00,1231.6,1243.0,1230.8,1238.8,1169257,D:\hackthon code trade\dataset\RELIANCE\07-01-2025.csv
2025-01-07 11:00:00,1239.0,1242.2,1238.0,1240.2,499099,D:\hackthon code trade\dataset\RELIANCE\07-01-2025.csv
2025-01-07 12:00:00,1240.2,1241.95,1237.6,1240.65,836872,D:\hackthon code trade\dataset\RELIANCE\07-01-2025.csv
2025-01-07 13:00:00,1240.75,1243.75,1237.9,1238.0,1071219,D:\hackthon code trade\dataset\RELIANCE\07-01-2025.csv
2025-01-07 14:00:00,1238.25,1240.4,1236.6,1239.1,1557777,D:\hackthon code trade\dataset\RELIANCE\07-01-2025.csv
2025-01-07 15:00:00,1239.4,1244.5,1238.05,1239.95,2885956,D:\hackthon code trade\dataset\RELIANCE\07-01-2025.csv
2025-01-08 09:00:00,1249.0,1261.8,1245.35,1259.3,3935757,D:\hackthon code trade\dataset\RELIANCE\08-01-2025.csv
2025-01-08 10:00:00,1259.2,1269.95,1258.25,1264.25,4246981,D:\hackthon code trade\dataset\RELIANCE\08-01-2025.csv
2025-01-08 11:00:00,1264.25,1265.85,1261.05,1265.1,1403649,D:\hackthon code trade\dataset\RELIANCE\08-01-2025.csv
2025-01-08 12:00:00,1265.0,1270.0,1259.0,1269.85,2357657,D:\hackthon code trade\dataset\RELIANCE\08-01-2025.csv
2025-01-08 13:00:00,1270.0,1271.05,1264.6,1268.75,2600503,D:\hackthon code trade\dataset\RELIANCE\08-01-2025.csv
2025-01-08 14:00:00,1268.7,1269.9,1264.1,1266.5,2206802,D:\hackthon code trade\dataset\RELIANCE\08-01-2025.csv
2025-01-08 15:00:00,1266.5,1267.25,1261.1,1261.55,2350913,D:\hackthon code trade\dataset\RELIANCE\08-01-2025.csv
2025-01-09 09:00:00,1267.0,1269.75,1259.6,1265.6,2259685,D:\hackthon code trade\dataset\RELIANCE\09-01-2025.csv
2025-01-09 10:00:00,1265.6,1266.95,1250.0,1252.7,2441096,D:\hackthon code trade\dataset\RELIANCE\09-01-2025.csv
2025-01-09 11:00:00,1252.3,1262.05,1251.15,1261.85,1303870,D:\hackthon code trade\dataset\RELIANCE\09-01-2025.csv
2025-01-09 12:00:00,1261.9,1263.5,1252.8,1254.1,1310967,D:\hackthon code trade\dataset\RELIANCE\09-01-2025.csv
2025-01-09 13:00:00,1254.05,1256.2,1248.05,1249.65,1230707,D:\hackthon code trade\dataset\RELIANCE\09-01-2025.csv
2025-01-09 14:00:00,1249.85,1253.55,1248.85,1252.65,1647777,D:\hackthon code trade\dataset\RELIANCE\09-01-2025.csv
2025-01-09 15:00:00,1252.6,1257.7,1252.15,1256.8,2454616,D:\hackthon code trade\dataset\RELIANCE\09-01-2025.csv
2025-01-10 09:00:00,1253.85,1256.75,1236.0,1240.25,1537636,D:\hackthon code trade\dataset\RELIANCE\10-01-2025.csv
2025-01-10 10:00:00,1240.25,1250.0,1239.15,1248.35,977359,D:\hackthon code trade\dataset\RELIANCE\10-01-2025.csv
2025-01-10 11:00:00,1248.35,1254.75,1247.2,1248.6,821715,D:\hackthon code trade\dataset\RELIANCE\10-01-2025.csv
2025-01-10 12:00:00,1248.6,1250.45,1245.05,1249.25,760559,D:\hackthon code trade\dataset\RELIANCE\10-01-2025.csv
2025-01-10 13:00:00,1249.2,1252.45,1248.0,1251.5,955073,D:\hackthon code trade\dataset\RELIANCE\10-01-2025.csv
2025-01-10 14:00:00,1251.45,1252.4,1239.2,1239.9,1553237,D:\hackthon code trade\dataset\RELIANCE\10-01-2025.csv
2025-01-10 15:00:00,1239.9,1245.55,1239.3,1245.0,1483324,D:\hackthon code trade\dataset\RELIANCE\10-01-2025.csv
2025-01-13 09:00:00,1230.0,1237.5,1226.4,1237.05,1958538,D:\hackthon code trade\dataset\RELIANCE\13-01-2025.csv
2025-01-13 10:00:00,1237.05,1241.4,1235.75,1239.1,1718888,D:\hackthon code trade\dataset\RELIANCE\13-01-2025.csv
2025-01-13 11:00:00,1239.15,1240.45,1236.0,1239.0,959857,D:\hackthon code trade\dataset\RELIANCE\13-01-2025.csv
2025-01-13 12:00:00,1239.0,1240.9,1236.1,1239.0,1433455,D:\hackthon code trade\dataset\RELIANCE\13-01-2025.csv
2025-01-13 13:00:00,1239.05,1245.25,1238.15,1238.3,2127540,D:\hackthon code trade\dataset\RELIANCE\13-01-2025.csv
2025-01-13 14:00:00,1238.3,1242.5,1233.5,1241.95,2752028,D:\hackthon code trade\dataset\RELIANCE\13-01-2025.csv
2025-01-13 15:00:00,1241.9,1244.5,1236.75,1241.3,2710155,D:\hackthon code trade\dataset\RELIANCE\13-01-2025.csv
