date,time,open,high,low,close,volume,oi,exchangecode,symbolcode,expiry
23-04-2025,09:15:00,1867,1867,1856,1859.4,102412,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:16:00,1857.3,1859.4,1857.1,1857.9,19396,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:17:00,1858.1,1858.2,1856,1857.1,28318,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:18:00,1857.2,1859,1856.3,1858.9,21981,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:19:00,1858.9,1859,1855,1855.6,28196,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:20:00,1855.1,1859.7,1855.1,1858.1,21364,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:21:00,1858.5,1860.8,1857.8,1860,21436,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:22:00,1859.3,1861.8,1859.2,1860.2,30788,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:23:00,1860.5,1860.6,1858.1,1858.4,12243,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:24:00,1858.7,1859.5,1858.1,1859.2,10344,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:25:00,1859.5,1861.5,1859.3,1860.1,10341,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:26:00,1859.7,1859.9,1856,1856.2,19037,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:27:00,1856.2,1856.9,1853.4,1854.2,28671,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:28:00,1854.8,1854.8,1852.6,1853.6,12696,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:29:00,1853.6,1853.7,1852,1852,15456,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:30:00,1852,1852,1850.1,1850.8,29481,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:31:00,1850.8,1853.5,1850.4,1852.8,10800,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:32:00,1852.8,1854.9,1852.8,1853.2,6747,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:33:00,1853.3,1853.4,1852,1852.1,6440,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:34:00,1852.1,1852.2,1850.3,1851.5,19624,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:35:00,1851.9,1852,1850.9,1852,21338,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:36:00,1852,1854.2,1851.7,1854,29279,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:37:00,1854,1854,1851.4,1852.4,26377,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:38:00,1853,1853,1850.7,1851.1,12456,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:39:00,1849.1,1850.2,1847.1,1847.1,47666,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:40:00,1847.1,1848,1847,1847.6,15520,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:41:00,1847.6,1847.7,1846.1,1846.4,26972,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:42:00,1846,1846.8,1844.3,1846,25547,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:43:00,1846,1847,1844.8,1846.7,9247,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:44:00,1847,1847.6,1846,1846.1,13646,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:45:00,1846.6,1847,1846.5,1846.8,3608,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:46:00,1846.8,1848.9,1846.5,1848.9,12378,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:47:00,1848.6,1849.5,1848.1,1848.3,5697,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:48:00,1848.3,1848.8,1847,1848.1,11571,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:49:00,1848.1,1848.8,1847.7,1848,5198,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:50:00,1847.8,1848,1847.2,1847.2,10853,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:51:00,1847.3,1849.7,1847.3,1849.1,24941,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:52:00,1849.1,1849.8,1848.5,1848.8,4297,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:53:00,1848.8,1850.2,1847.5,1847.9,13016,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:54:00,1848,1848,1846.7,1846.7,2541,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:55:00,1846.7,1846.7,1845,1845,8475,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:56:00,1845,1845.6,1845,1845,13033,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:57:00,1844.1,1845.2,1844,1844.6,28648,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:58:00,1844.6,1844.6,1842.1,1843.5,7127,0,1,10604,01-01-0001 00:00:00
23-04-2025,09:59:00,1843.5,1844.9,1843.4,1843.7,3791,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:00:00,1843.8,1844.3,1841.2,1842,24527,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:01:00,1842,1842.9,1841.2,1842,10601,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:02:00,1842,1842.1,1841.1,1841.8,4617,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:03:00,1841.5,1843.8,1841.5,1843.6,7797,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:04:00,1843,1845.6,1843,1845.3,13274,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:05:00,1844.7,1845.5,1844.2,1844.2,5540,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:06:00,1844.6,1845,1844.2,1845,2181,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:07:00,1844.4,1845.7,1843,1843.5,10767,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:08:00,1842.7,1844,1842.7,1843.6,4192,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:09:00,1844.5,1845.8,1844.5,1845.4,7225,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:10:00,1845.4,1846,1845.4,1845.8,3728,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:11:00,1845.9,1848.6,1845.9,1848.5,10486,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:12:00,1847.8,1849,1847.5,1847.5,14016,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:13:00,1847.5,1847.5,1846,1846.2,5301,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:14:00,1846.1,1847.5,1843.4,1843.4,9963,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:15:00,1843,1844.8,1842.3,1842.4,7321,0,1,10604,01-01-0001 00:00:00
23-04-2025,10:16:00,1842.4,1844,1842,1842.2,17106,0,1,10604,01-01-0001 00:00:00
