date,time,open,high,low,close,volume,oi,exchangecode,symbolcode,expiry
22-01-2025,09:15:00,4050,4066,4044.2,4061.2,21399,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:16:00,4062.55,4066.75,4059.05,4059.05,12031,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:17:00,4059,4061,4053,4054.3,13179,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:18:00,4054.3,4058,4053.25,4057.1,5804,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:19:00,4057.1,4067.9,4057.1,4067.9,8855,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:20:00,4067.55,4068.85,4062.5,4066.45,8253,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:21:00,4066.7,4076.7,4066.2,4074.25,7571,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:22:00,4074.3,4074.3,4066.2,4068.3,4719,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:23:00,4068.85,4073.8,4067,4073.8,3152,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:24:00,4073.1,4073.75,4070,4073,2678,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:25:00,4073,4074.9,4071.45,4073.4,3766,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:26:00,4072.7,4079,4072.7,4075.95,4497,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:27:00,4075.95,4078.05,4073.4,4075.1,3815,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:28:00,4075.1,4079.9,4074.4,4075.4,11181,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:29:00,4074.4,4079.4,4070,4070.45,3923,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:30:00,4070,4073.45,4067.4,4069,5048,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:31:00,4067.6,4069.25,4063.5,4065.6,3284,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:32:00,4065.6,4069.65,4065.15,4068,2504,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:33:00,4068,4069.95,4066.1,4068,2614,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:34:00,4068,4069.95,4066,4069.95,1597,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:35:00,4069.95,4072.5,4069.95,4071.25,2240,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:36:00,4071.25,4073,4068.6,4071.8,3172,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:37:00,4070.2,4071.05,4067.2,4070.05,1730,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:38:00,4070.8,4074.8,4070.05,4074.8,4022,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:39:00,4074.8,4077,4071.5,4076.85,4272,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:40:00,4076.55,4082.6,4074,4082.6,7467,0,1,11536,01-01-0001 00:00:00
22-01-2025,09:41:00,4082.75,4084.9,4080.8,4082.35,12225,0,1,11536,01-01-0001 00:00:00
